,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore
195060,2019,20633,392000,80.0,2,4.0,392000,14.93,30.38,5,5
195061,2019,14873,356000,69.0,2,4.0,356000,18.44,42.65,5,5
195062,2019,14545,377738,79.0,2,4.125,377738,17.26,21.42,5,5
195073,2019,12850,355051,72.0,2,4.0,355051,20.43,26.22,5,5
195074,2019,16704,394059,56.0,2,3.875,394059,13.78,34.1,5,5
195075,2019,14403,292800,80.0,2,4.0,292800,15.77,28.47,4,5
195076,2019,14176,323699,63.0,2,4.0,323699,18.88,25.16,5,4
195081,2019,13962,347496,70.0,2,4.125,347496,17.27,25.65,5,5
195084,2019,14356,315388,69.0,2,4.25,315388,16.7,27.51,5,3
195103,2019,13375,448058,68.0,2,4.0,448058,26.17,33.57,5,5
195104,2019,16338,420403,70.0,2,3.875,420403,15.49,41.37,5,5
195107,2019,24017,322400,80.0,2,4.0,322400,9.62,24.79,5,5
195115,2019,18200,452949,65.0,2,4.0,452949,18.68,18.82,5,5
195123,2019,17541,438976,77.0,2,4.25,438976,20.34,35.02,4,4
195189,2019,12677,380000,80.0,2,3.75,380000,20.71,32.66,5,5
195212,2019,22686,394183,77.0,2,4.25,394183,9.2,19.77,5,5
195216,2019,20899,476350,68.0,2,4.125,476350,11.53,16.22,5,5
195220,2019,22686,396232,78.0,2,4.125,396232,9.12,20.16,5,5
195224,2019,20899,474350,68.0,2,3.75,474350,11.02,15.7,5,5
195225,2019,22686,395050,77.0,2,3.75,395050,8.74,19.58,5,5
195231,2019,25304,412000,80.0,2,4.0,412000,9.54,15.27,4,5
195238,2019,18749,451000,80.0,2,3.875,451000,13.97,38.77,4,4
195258,2019,24149,453100,61.0,2,4.625,453100,12.33,12.5,5,5
195280,2019,26109,484350,72.0,2,4.375,484350,12.16,18.88,5,5
195285,2019,11592,395000,72.0,2,4.3,395000,23.62,24.01,5,5
195308,2019,28154,352000,79.0,2,4.375,352000,14.76,26.76,5,5
195312,2019,13044,484350,76.0,2,4.0,484350,26.52,34.54,5,4
195318,2019,15193,314000,80.0,2,4.5,314000,12.48,31.71,5,5
195325,2019,17476,433500,75.0,2,4.0,433500,12.62,21.31,5,5
195368,2019,17538,402500,79.0,2,4.0,402500,14.77,27.26,4,4
195370,2019,23291,475000,80.0,2,3.75,475000,12.48,14.05,5,5
195376,2019,15750,601156,48.0,2,4.0,601156,24.01,27.46,4,5
195423,2019,27988,288000,80.0,2,4.0,288000,7.01,10.59,5,5
195424,2019,20667,367920,80.0,2,4.0,367920,11.17,25.4,5,5
195439,2019,10462,475000,79.0,2,4.25,475000,25.77,30.09,5,5
195448,2019,22723,484350,43.0,2,4.125,484350,24.64,35.64,2,3
195459,2019,18433,391500,78.0,2,3.875,391500,13.5,16.74,5,5
195464,2019,19724,340000,78.0,2,4.5,340000,13.01,26.87,4,4
195480,2019,17215,300000,40.0,2,4.125,300000,11.91,36.6,5,5
195504,2019,12814,364500,90.0,2,3.875,364500,19.39,27.26,5,5
195515,2019,16534,372000,80.0,2,4.0,372000,19.1,28.61,4,4
195524,2019,20081,404700,95.0,2,4.375,404700,15.21,37.66,2,3
195545,2019,13392,484100,72.0,2,4.0,484100,29.72,35.59,5,5
195547,2019,9536,412000,80.0,2,3.875,412000,26.01,26.37,5,5
195548,2019,18689,352500,68.0,2,4.125,352500,11.99,17.21,5,5
195569,2019,20833,484000,74.0,2,3.875,484000,16.03,45.71,4,4
195591,2019,14521,476800,80.0,2,4.0,476800,20.31,26.3,5,5
195614,2019,15313,403750,95.0,2,4.75,403750,16.93,32.6,5,5
195617,2019,10815,375750,90.0,2,4.25,375750,21.6,23.86,4,4
195626,2019,16950,538122,80.0,2,4.5,538122,20.46,20.93,4,4
195628,2019,9611,559228,84.0,2,4.25,560000,34.85,48.59,5,5
195633,2019,15016,568849,80.0,2,4.5,569600,22.34,25.78,5,2
195634,2019,13730,714000,85.0,2,4.625,714000,34.03,45.23,5,5
195635,2019,18176,609658,89.0,2,4.25,610500,20.38,22.19,5,5
195636,2019,20796,642000,80.0,2,4.75,642000,20.08,24.85,5,5
195638,2019,17079,662000,75.0,2,4.5,662000,24.04,45.11,5,5
195639,2019,20370,517600,80.0,2,4.5,517600,15.99,29.64,5,5
195641,2019,14452,508000,80.0,2,4.875,508000,27.56,44.64,5,5
195642,2019,16281,690000,54.0,2,4.75,690000,27.84,40.7,4,4
195647,2019,17832,420000,80.0,2,4.0,420000,15.04,21.01,4,5
195648,2019,18185,484350,48.0,2,4.0,484350,23.79,23.96,5,5
195652,2019,29905,240000,80.0,2,4.375,240000,5.36,12.85,3,4
195654,2019,26558,484350,33.0,2,4.0,484350,18.08,20.53,5,5
195690,2019,13222,391500,90.0,2,4.5,391500,19.3,42.23,5,5
195781,2019,12678,436000,80.0,2,4.125,436000,19.38,34.06,5,4
195792,2019,13558,403750,95.0,2,4.0,403750,18.19,33.55,5,5
195818,2019,19434,299920,80.0,2,3.875,299920,12.46,32.96,5,5
195830,2019,16269,484000,61.0,2,4.0,484000,20.15,29.28,4,4
195831,2019,18334,391000,85.0,2,4.5,391000,14.25,17.33,5,5
195833,2019,12871,432000,80.0,2,4.375,432000,23.09,38.39,5,5
195838,2019,13805,480000,80.0,2,4.625,480000,23.32,37.93,5,5
195856,2019,17853,284750,85.0,2,4.375,284750,10.91,27.88,5,5
195869,2019,15085,351920,80.0,2,4.25,351920,14.54,17.41,5,5
195870,2019,24780,484350,69.0,2,4.5,484350,13.6,23.1,5,5
195892,2019,14843,407920,80.0,2,4.25,407920,19.56,29.54,5,5
195894,2019,13990,363200,80.0,2,4.625,363200,16.83,28.0,4,4
195902,2019,19098,378000,80.0,2,5.0,378000,13.68,27.79,2,4
195945,2019,16631,425000,63.0,2,4.25,425000,16.52,33.66,4,4
195948,2019,13491,373500,90.0,2,4.375,373500,17.73,30.67,5,5
195949,2019,22083,484000,80.0,2,3.875,484000,12.98,18.99,5,5
195950,2019,19014,451155,95.0,2,4.0,451155,14.8,21.5,5,5
195951,2019,15998,414000,90.0,2,4.375,414000,15.96,43.85,5,5
195966,2019,17942,407000,87.0,2,4.125,407000,12.74,24.79,5,5
195978,2019,22056,419040,80.0,2,4.125,419040,12.33,26.1,5,5
195993,2019,10658,381330,95.0,2,4.25,381330,22.27,26.91,4,4
195996,2019,13086,325000,70.0,2,4.125,325000,15.76,26.5,5,5
195998,2019,12366,348000,80.0,2,4.125,348000,16.67,25.14,5,5
196007,2019,25288,464000,80.0,2,4.25,464000,11.43,31.2,5,5
196022,2019,16022,452200,95.0,2,4.125,452200,17.19,40.34,5,5
196030,2019,15104,451982,95.0,2,4.25,451982,18.48,41.97,5,5
196036,2019,19161,427500,95.0,2,4.125,427500,13.74,24.86,5,5
196037,2019,10051,410000,78.0,2,4.125,410000,6.72,32.51,5,5
196038,2019,13400,403655,95.0,2,4.25,403655,19.08,30.25,4,5
196049,2019,16879,376800,80.0,2,4.125,376800,7.62,21.97,5,5
196055,2019,16372,427200,80.0,2,4.125,427200,16.14,36.88,5,4
196065,2019,12133,384000,80.0,2,4.375,384000,19.89,33.46,5,4
196066,2019,16615,336510,90.0,2,4.125,336510,13.28,40.25,5,5
196076,2019,14554,384845,95.0,2,4.25,384845,16.72,32.89,4,4
196098,2019,17863,479750,95.0,2,3.875,479750,18.85,29.8,4,5
196116,2019,25512,439920,80.0,4,4.5,439920,10.91,18.67,5,5
196137,2019,19742,410129,79.0,2,4.25,410129,13.52,17.42,5,5
196138,2019,14945,323625,75.0,2,4.5,323625,14.98,36.61,5,5
196145,2019,12759,331920,80.0,2,4.5,331920,18.38,22.52,5,5
196150,2019,15093,409500,90.0,2,4.5,409500,20.37,36.37,2,4
196184,2019,19115,385600,80.0,2,4.25,385600,14.57,25.26,4,5
196206,2019,11474,417905,95.0,2,3.875,417905,26.26,39.24,3,4
196245,2019,13602,459000,100.0,2,3.875,459000,19.46,32.08,5,2
196254,2019,19438,368000,80.0,2,4.25,368000,12.28,12.99,5,5
196269,2019,23733,304000,80.0,2,4.0,304000,9.9,32.11,5,4
196273,2019,23725,484350,72.0,2,4.0,484350,14.12,27.87,5,5
196278,2019,9195,450000,71.0,2,4.0,450000,25.33,26.69,5,5
196282,2019,14445,484350,58.0,2,4.125,484350,29.07,45.04,4,3
196290,2019,16757,468000,79.0,2,4.0,468000,19.13,27.06,4,4
196295,2019,16642,310500,90.0,2,4.0,310500,13.19,33.6,4,5
196299,2019,12385,484350,95.0,2,3.875,484350,21.76,37.28,5,5
196300,2019,11480,452000,80.0,2,4.625,452000,23.4,35.24,3,3
196305,2019,13323,468000,84.0,2,4.375,468000,19.99,39.11,5,5
196332,2019,11212,484350,72.0,2,4.375,484350,23.38,34.78,4,4
196333,2019,13451,398650,85.0,2,4.125,398650,16.72,29.77,5,5
196363,2019,17055,391410,90.0,2,4.0,391410,15.65,31.81,5,5
196381,2019,12127,450000,77.0,2,3.875,450000,26.54,29.12,5,5
196382,2019,11729,355000,70.0,2,3.875,355000,15.19,20.63,5,5
196390,2019,14708,408000,80.0,2,4.0,408000,14.13,25.28,4,4
196396,2019,20524,309392,80.0,2,4.0,309392,7.71,11.83,5,5
196414,2019,10833,452000,70.0,2,4.0,452000,24.73,41.32,4,4
196451,2019,19335,410000,69.0,2,4.25,410000,13.91,19.38,5,5
196454,2019,28442,484000,76.0,2,3.75,484000,10.68,21.83,5,5
196460,2019,14415,368000,80.0,2,4.0,368000,13.39,20.8,3,3
196488,2019,17149,357000,76.0,2,3.375,357000,18.52,21.13,5,5
196581,2019,24485,310000,77.0,2,3.5,310000,11.81,22.07,5,5
196596,2019,17688,425000,68.0,2,3.75,425000,16.03,16.51,5,5
196607,2019,18370,357000,49.0,2,3.125,357000,15.55,16.29,5,5
196619,2019,20728,343000,69.0,2,3.25,343000,13.64,13.91,5,5
196629,2019,26706,325000,77.0,2,3.375,325000,7.19,24.56,5,5
196649,2019,17199,408000,80.0,2,3.25,408000,17.56,41.23,4,5
196717,2019,20881,369500,78.0,2,3.25,369500,15.65,24.92,5,5
196759,2019,13069,359048,73.0,2,3.375,359048,21.11,32.27,4,5
196763,2019,17083,601327,48.0,2,3.5,601327,21.85,24.95,4,5
196769,2019,14583,480000,80.0,2,3.375,480000,17.99,33.35,5,5
196771,2019,23026,346500,90.0,2,4.375,346500,9.15,24.5,5,5
196772,2019,17757,366000,57.0,2,3.75,366000,12.5,13.03,5,5
196773,2019,22916,456100,93.0,2,3.75,456100,12.56,33.25,5,5
196774,2019,24779,396000,80.0,2,4.0,396000,9.37,42.86,4,4
196775,2019,12350,472000,80.0,2,3.625,472000,22.21,33.14,4,5
196813,2019,19208,336000,80.0,2,4.0,336000,10.65,28.45,5,5
196823,2019,13862,361000,95.0,2,4.0,361000,16.1,40.31,5,5
196825,2019,20248,484350,72.0,2,4.0,484350,14.56,14.56,5,4
196867,2019,27329,456000,80.0,2,3.5,456000,10.96,21.08,5,4
196872,2019,10708,375200,80.0,2,3.625,375200,23.86,26.45,4,4
196909,2019,26335,484350,63.0,2,3.125,484350,25.44,25.84,5,5
196943,2019,13400,484350,72.0,2,3.375,484350,27.0,28.65,5,5
197020,2019,22770,461500,75.0,2,3.375,461500,16.75,42.72,4,5
197026,2019,20941,400900,95.0,2,3.375,400900,10.85,32.25,5,5
197040,2019,14472,361000,78.0,2,3.75,361000,14.98,38.53,4,4
197043,2019,13624,328000,80.0,2,3.875,328000,15.02,23.65,5,5
197044,2019,17631,463000,80.0,2,3.875,463000,17.85,39.73,3,3
197066,2019,12355,408000,66.0,2,3.625,408000,20.76,24.79,5,5
197085,2019,26877,279920,80.0,2,3.0,279920,9.07,36.78,5,5
197133,2019,12958,447600,80.0,2,3.75,447600,19.75,47.61,5,5
197137,2019,20173,480000,75.0,2,4.125,480000,18.12,32.02,3,4
197140,2019,12000,425000,66.0,2,3.75,425000,23.35,39.55,3,3
197146,2019,13190,445000,71.0,2,3.75,445000,22.07,36.91,5,5
197149,2019,16145,326250,75.0,2,3.5,326250,15.8,20.23,5,5
197153,2019,14511,484350,73.0,2,3.875,484350,31.8,33.27,5,5
197165,2019,16454,343000,65.0,2,3.625,343000,13.94,23.84,5,5
197182,2019,12706,484350,80.0,2,3.5,484350,26.03,49.49,4,4
197198,2019,14686,484350,39.0,2,3.875,484350,35.26,49.73,4,4
197201,2019,21955,484350,56.0,2,3.75,484350,22.55,23.65,5,5
197204,2019,11679,424000,72.0,2,3.5,424000,26.21,30.44,5,5
197211,2019,26500,448900,50.0,2,3.5,448900,26.01,29.42,4,4
197212,2019,24544,484350,60.0,2,3.5,484350,21.66,39.42,5,5
197217,2019,18699,352250,68.0,2,3.625,352250,11.54,15.33,5,5
197219,2019,15004,484350,60.0,2,3.375,484350,26.56,35.55,5,5
197225,2019,13128,483750,75.0,2,3.375,483750,23.57,32.86,5,5
197253,2019,10755,350000,70.0,2,3.375,350000,17.8,22.39,5,5
197255,2019,16640,441000,66.0,2,3.375,441000,15.16,19.18,5,5
197256,2019,9050,449400,78.0,2,3.375,449400,26.47,33.76,5,5
197266,2019,10237,379055,91.0,2,3.625,379055,18.18,22.97,4,5
197275,2019,18295,388500,66.0,2,3.375,388500,12.48,21.19,5,5
197277,2019,12281,344000,77.0,2,3.5,344000,20.75,28.79,5,5
197313,2019,21562,484350,76.0,2,3.625,484350,16.95,32.66,5,5
197318,2019,12507,373000,71.0,2,3.75,373000,16.1,20.09,5,5
197324,2019,19922,300300,65.0,2,3.75,300300,11.27,22.15,5,5
197325,2019,21851,484350,84.0,2,4.0,484350,14.59,31.59,5,4
197328,2019,12975,405300,80.0,2,3.75,405300,15.62,43.84,5,5
197337,2019,15506,330000,59.0,2,3.375,330000,25.14,32.8,4,4
197339,2019,13074,333300,95.0,2,3.625,333300,16.04,32.23,5,5
197351,2019,13469,399000,78.0,2,3.625,399000,18.84,33.5,4,5
197354,2019,16876,420500,91.0,2,3.75,420500,15.32,30.22,5,5
197362,2019,25355,484350,59.0,2,3.75,484350,18.94,25.82,5,4
197375,2019,16056,350000,63.0,2,3.625,350000,15.64,30.9,4,4
197385,2019,13805,364000,83.0,2,3.375,364000,19.61,25.75,5,5
197391,2019,21434,327550,79.0,2,3.125,327550,13.32,25.73,5,4
197396,2019,16551,309800,71.0,2,3.0,309800,15.77,23.91,5,5
197413,2019,11875,420000,80.0,2,3.375,420000,22.53,36.65,4,4
197420,2019,25808,283000,38.0,2,3.125,283000,11.86,13.46,5,5
197424,2019,18781,414000,90.0,2,4.125,414000,17.15,34.67,5,5
197427,2019,17215,347900,78.0,2,3.75,347900,15.74,21.26,5,5
197428,2019,13288,427500,95.0,2,3.875,427500,21.22,34.49,5,4
197464,2019,15166,447738,80.0,2,3.875,447738,18.84,26.35,5,5
197469,2019,15392,386478,90.0,2,4.375,387000,18.49,35.04,3,4
197490,2019,24290,450000,68.0,2,3.875,450000,12.25,22.82,4,5
197494,2019,12590,338532,72.0,2,4.25,339000,18.96,24.41,5,5
197512,2019,14184,399000,95.0,2,3.875,399000,18.69,43.39,4,4
197519,2019,18448,315000,93.0,2,3.875,315000,11.71,14.79,5,5
197543,2019,15573,367920,80.0,2,3.75,367920,15.44,28.18,5,5
197544,2019,24067,320000,77.0,2,3.875,320000,9.3,28.7,5,5
197572,2019,24640,268000,80.0,2,3.375,268000,9.53,31.15,5,5
197600,2019,13322,373000,78.0,2,3.75,373000,14.39,19.59,5,4
197613,2019,22602,638000,80.0,2,4.75,638000,19.03,30.86,3,5
197615,2019,12291,576000,90.0,2,4.0,576000,28.75,44.23,5,4
197618,2019,16406,680000,80.0,2,4.0,680000,27.18,32.87,4,4
197621,2019,20181,583200,80.0,2,3.875,583200,17.6,30.33,4,4
197638,2019,13235,323000,80.0,2,3.625,323000,15.98,22.02,5,4
197712,2019,13150,448000,80.0,2,3.125,448000,30.83,42.97,5,5
197728,2019,12402,411000,78.0,2,3.75,411000,20.61,27.81,5,5
197732,2019,21058,349767,65.0,2,3.625,349767,10.96,11.15,5,5
197757,2019,16471,404000,80.0,2,2.75,404000,21.14,30.75,5,5
197761,2019,17907,395000,79.0,2,3.75,395000,14.14,21.81,5,4
197762,2019,27750,480000,80.0,2,3.875,480000,12.44,18.2,5,5
197769,2019,21106,456200,73.0,2,4.25,456200,14.53,17.45,4,4
197772,2019,14581,457000,75.0,2,3.875,457000,22.08,37.61,5,5
197776,2019,26039,412000,80.0,2,3.875,412000,11.61,25.79,4,3
197789,2019,16946,479750,95.0,2,3.75,479750,18.01,27.63,4,4
197804,2019,10994,451300,78.0,2,4.0,451300,26.89,29.96,4,4
197825,2019,14491,467336,103.0,2,3.375,467336,16.34,56.69,4,5
197828,2019,13304,316000,80.0,2,4.125,316000,17.54,24.42,5,5
197830,2019,11917,422000,44.0,2,3.75,422000,21.33,22.05,5,5
197840,2019,14297,373461,80.0,2,4.0,374000,15.83,32.33,5,5
197853,2019,12477,470000,73.0,2,4.375,470000,12.04,36.22,5,5
197870,2019,14912,398400,80.0,2,4.0,398400,15.79,16.62,5,5
197879,2019,17318,394305,100.0,2,3.75,394900,13.25,61.12,5,5
197882,2019,14480,420000,80.0,2,4.25,420000,18.25,18.27,4,4
197897,2019,15789,419200,80.0,2,3.75,419200,16.57,22.92,5,5
197935,2019,12483,382500,90.0,2,3.75,382500,17.97,35.47,5,5
197945,2019,20968,358400,80.0,2,3.5,358400,9.62,24.21,4,4
197950,2019,16200,324000,90.0,2,3.875,324000,16.31,31.62,4,4
197956,2019,10573,447000,90.0,2,3.75,447000,26.35,38.14,5,5
197957,2019,15517,355000,79.0,3,4.0,355000,13.6,17.75,4,4
197965,2019,15241,336000,80.0,2,4.0,336000,12.88,35.27,4,3
197984,2019,14210,331000,69.0,2,3.5,331000,14.72,33.52,5,4
197997,2019,19925,460000,80.0,2,4.0,460000,13.3,35.97,3,5
198035,2019,15892,384037,94.0,2,3.75,384037,14.8,21.5,5,4
198038,2019,25659,268800,80.0,3,4.25,268800,10.06,14.72,5,3
198046,2019,11593,393500,75.0,2,4.5,393500,22.94,28.08,3,4
198052,2019,16050,380250,90.0,2,3.875,380250,18.06,35.44,4,4
198055,2019,14038,455000,67.0,2,4.0,455000,20.64,44.98,4,5
198058,2019,15649,356000,80.0,2,4.0,356000,15.69,22.61,5,5
198062,2019,16772,440000,77.0,2,4.0,440000,16.78,42.52,5,5
198082,2019,21430,484350,79.0,2,3.875,484350,13.77,17.67,5,5
198129,2019,14487,333000,76.0,2,3.5,333000,17.94,28.31,5,5
198140,2019,16555,443200,80.0,2,3.625,443200,13.0,21.4,5,5
198148,2019,11733,388000,80.0,2,3.75,388000,18.3,24.72,5,4
198171,2019,19889,351144,95.0,2,3.5,351144,7.93,34.4,4,5
198173,2019,17811,276800,80.0,2,4.125,276800,11.15,41.99,5,5
198176,2019,16335,380000,65.0,2,3.75,380000,14.9,20.45,5,5
198177,2019,23227,484350,73.0,2,3.5,484350,15.81,27.92,4,5
198186,2019,20201,350000,59.0,2,3.75,350000,12.61,14.72,4,3
198187,2019,15654,484350,56.0,2,3.75,484350,23.87,24.37,5,5
198188,2019,11259,360000,90.0,2,3.75,360000,18.15,25.22,5,4
198221,2019,15285,457000,74.0,2,3.75,457000,18.84,24.2,5,5
198227,2019,10129,460000,80.0,2,3.625,460000,27.44,37.59,4,4
198233,2019,16084,464000,80.0,2,3.375,464000,17.11,33.31,5,5
198234,2019,23334,484350,56.0,2,3.375,484350,19.51,20.26,5,5
198242,2019,9907,468000,80.0,2,3.5,468000,28.02,41.67,4,4
198246,2019,12753,430000,69.0,2,3.625,430000,19.45,23.36,5,5
198247,2019,23937,444000,80.0,2,3.5,444000,11.1,23.97,4,4
198252,2019,21540,400000,61.0,2,3.5,400000,11.17,17.95,5,5
198253,2019,17594,320000,80.0,2,3.0,320000,16.11,34.02,5,5
198258,2019,26000,484350,69.0,2,3.875,484350,15.41,36.81,4,5
198262,2019,23601,436000,80.0,2,3.5,436000,15.59,25.67,4,3
198265,2019,26164,484350,79.0,2,3.75,484350,14.69,20.5,5,5
198269,2019,17288,476910,90.0,2,3.625,476910,17.84,28.54,4,4
198280,2019,15275,352000,76.0,2,3.5,352000,19.27,30.81,4,3
198325,2019,19732,320000,80.0,2,3.375,320000,9.89,35.6,5,5
198349,2019,28854,336000,63.0,2,3.25,336000,8.21,14.71,5,5
198352,2019,23299,484350,66.0,2,3.0,484350,13.16,40.33,5,5
198368,2019,15525,300000,50.0,2,3.0,300000,20.15,28.58,5,5
198389,2019,11250,398000,78.0,2,4.0,398000,21.97,30.21,5,5
198390,2019,21311,256000,80.0,2,3.75,256000,10.42,33.6,4,4
198396,2019,14125,322500,75.0,2,3.5,322500,21.21,28.4,5,4
198397,2019,18038,442500,75.0,2,3.875,442500,16.1,29.29,4,4
198404,2019,20392,305000,74.0,2,3.875,305000,9.78,17.55,4,4
198413,2019,27305,380000,80.0,2,3.5,380000,18.65,36.72,5,5
198434,2019,12026,330000,75.0,2,3.875,330000,15.81,25.95,5,5
198435,2019,9736,460000,58.0,2,3.5,460000,25.28,26.27,4,4
198451,2019,20172,439300,78.0,2,4.125,439300,13.37,37.88,5,4
198471,2019,14014,478177,90.0,2,4.0,478177,21.09,37.24,5,4
198472,2019,15040,308750,95.0,2,4.0,308750,12.27,25.87,5,5
198477,2019,16338,351920,80.0,2,4.0,351920,13.44,35.0,5,5
198482,2019,10278,420740,83.0,2,4.0,420740,24.8,28.39,5,5
198486,2019,12801,460000,80.0,2,4.0,460000,20.95,46.67,5,5
198503,2019,16027,452000,80.0,2,3.875,452000,16.04,27.16,5,4
198575,2019,12433,316800,90.0,2,3.75,316800,15.06,28.93,5,5
198586,2019,29999,350000,68.0,2,3.5,350000,7.57,8.84,5,5
198592,2019,11498,373600,80.0,2,3.5,373600,18.48,28.53,4,5
198606,2019,15648,484000,72.0,2,3.875,484000,23.33,48.07,5,5
198652,2019,12801,435275,80.0,2,3.875,435275,20.1,32.91,4,5
198681,2019,12800,324000,80.0,2,3.625,324000,14.3,25.61,5,5
198688,2019,14835,344165,85.0,2,3.875,344165,15.11,35.28,4,4
198689,2019,10833,404000,79.0,2,3.75,404000,21.61,32.96,5,5
198690,2019,14845,458600,84.0,2,3.875,458600,18.56,39.4,5,4
198703,2019,13299,340500,77.0,2,3.5,340500,16.89,28.24,5,5
198716,2019,10828,375100,77.0,2,3.75,375100,22.05,22.81,5,5
198720,2019,10791,464000,80.0,2,3.625,464000,24.62,46.49,5,5
198723,2019,16929,445500,90.0,2,3.75,445500,16.51,25.16,5,5
198727,2019,14105,348000,80.0,2,3.625,348000,13.9,22.76,5,5
198735,2019,12015,386528,90.0,2,3.625,386528,18.98,29.27,5,4
198745,2019,12500,387565,86.0,2,3.75,388150,18.61,27.75,4,4
198752,2019,15580,436905,95.0,2,3.75,436905,17.76,30.34,5,5
198788,2019,13241,396000,80.0,2,3.5,396000,18.77,41.02,5,5
198836,2019,23583,484350,58.0,2,3.75,484350,22.63,24.7,5,5
198886,2019,23583,484350,58.0,2,3.5,484350,22.43,24.5,5,5
198906,2019,13494,318400,80.0,2,3.625,318400,15.62,36.79,4,5
198918,2019,10878,428800,80.0,2,3.625,428800,23.32,31.47,5,5
198923,2019,17222,366100,72.0,2,3.625,366100,11.19,23.39,5,5
198926,2019,12083,402000,74.0,2,3.875,402000,20.04,26.05,5,5
198934,2019,22609,377600,80.0,2,3.5,377600,7.61,18.19,5,5
198937,2019,11050,335000,67.0,2,3.75,335000,16.19,25.69,4,4
198943,2019,9911,484000,77.0,2,3.875,484000,26.57,34.53,4,5
198950,2019,9579,403000,78.0,2,3.5,403000,21.56,21.82,5,5
198964,2019,16138,320000,70.0,2,3.5,320000,13.0,16.43,4,4
199004,2019,20752,365300,75.0,2,3.75,365300,9.49,20.07,5,5
199007,2019,15833,396996,80.0,2,3.875,396996,16.77,22.95,5,5
199020,2019,15348,440000,80.0,2,3.875,440000,17.59,35.11,5,5
199021,2019,20245,484350,90.0,2,4.375,484350,15.64,26.26,5,5
199028,2019,20206,483750,75.0,2,3.875,483750,15.52,21.86,5,5
199038,2019,15400,308000,80.0,2,3.875,308000,12.3,26.7,4,4
199101,2019,16127,380000,74.0,2,3.375,380000,15.51,33.69,5,5
199153,2019,16910,350000,69.0,2,3.625,350000,12.91,26.33,5,5
199155,2019,14141,390000,73.0,2,3.5,390000,19.26,26.24,5,5
199182,2019,30486,291647,86.0,2,3.875,291647,12.78,35.27,4,4
199184,2019,21666,406000,68.0,2,3.5,406000,16.25,18.07,5,5
199185,2019,17321,360905,95.0,2,3.875,360905,13.64,25.22,5,4
199193,2019,24898,484350,80.0,2,3.625,484350,11.68,19.07,5,5
199201,2019,16338,384800,84.0,2,3.875,384800,15.19,27.74,3,4
199203,2019,16606,452000,80.0,2,3.75,452000,17.3,21.17,5,5
199204,2019,10756,452000,80.0,2,4.0,452000,26.68,43.63,3,5
199208,2019,13068,484350,93.0,2,3.5,484350,23.13,37.21,5,5
199215,2019,12672,441600,80.0,2,3.625,441600,21.78,38.55,4,3
199221,2019,13424,449100,90.0,2,3.75,449100,24.02,34.46,5,5
199233,2019,25386,318000,80.0,2,3.625,318000,10.1,31.34,4,4
199243,2019,12663,400000,80.0,2,3.625,400000,20.38,23.21,5,5
199251,2019,26400,484350,80.0,2,3.625,484350,11.38,26.32,4,4
199258,2019,11554,484350,78.0,2,3.625,484350,24.98,49.59,4,4
199259,2019,10906,421000,88.0,2,3.625,421000,23.24,29.49,4,5
199293,2019,13806,330000,92.0,2,3.625,330000,15.38,33.06,5,5
199311,2019,27058,467000,72.0,2,3.375,467000,11.52,24.1,5,5
199313,2019,15104,375500,84.0,2,2.875,375500,21.98,39.41,4,4
199314,2019,11913,404000,80.0,2,3.375,404000,18.99,38.73,4,4
199320,2019,20233,370000,48.0,2,3.5,370000,16.07,16.6,5,5
199321,2019,23748,296000,80.0,2,3.125,296000,10.93,15.91,4,4
199325,2019,11714,325000,79.0,2,3.75,325000,16.78,25.07,5,5
199365,2019,17200,408500,88.0,2,3.75,408500,15.09,24.27,5,5
199379,2019,17245,284000,80.0,2,3.875,284000,10.77,30.4,5,5
199398,2019,12500,453035,103.0,2,3.375,453035,21.5,36.12,5,5
199405,2019,17522,338000,40.0,2,3.625,338000,4.43,25.89,5,5
199407,2019,30399,476000,60.0,1,3.75,476000,8.14,13.96,4,9
199412,2019,15778,297200,72.0,2,3.75,297200,13.64,40.64,4,3
199416,2019,12500,340192,86.0,2,3.25,340192,16.32,36.34,5,4
199418,2019,21276,335200,80.0,2,3.5,335200,7.91,21.79,5,5
199424,2019,23520,356800,80.0,2,3.5,356800,2.88,13.22,5,5
199447,2019,18462,319200,72.0,2,3.0,319200,15.81,16.14,5,5
199449,2019,14075,470500,86.0,2,3.375,470500,21.16,27.46,5,5
199505,2019,30416,484350,75.0,2,3.25,484350,13.18,14.66,5,5
199506,2019,13891,443808,94.0,2,3.25,443808,17.91,21.96,5,5
199519,2019,21984,398000,80.0,2,3.5,398000,11.32,16.27,4,4
199524,2019,16272,480000,80.0,2,3.625,480000,16.37,37.57,4,4
199537,2019,14593,396000,80.0,2,3.375,396000,17.81,22.16,5,5
199550,2019,17034,350000,64.0,2,3.625,350000,14.21,26.56,3,3
199551,2019,16194,410000,72.0,2,3.625,410000,21.02,32.47,4,5
199554,2019,26018,479147,64.0,2,3.5,479147,14.73,14.91,5,5
199557,2019,11815,373500,90.0,2,3.625,373500,21.01,33.41,4,4
199562,2019,21041,354000,70.0,2,3.5,354000,10.99,15.14,5,5
199569,2019,21467,428000,76.0,2,3.5,428000,17.09,23.42,5,5
